Cliente,Servicio,Equipo,Fecha,Tecnico,Tecnico2,Presupuesto,Estado,Observacion
SCAVONE,HPLC 31: PROBLEMAS CON LA LINEA DE BASE,HPLC,2026-06-17,Jaime/Carlos,,,REALIZADO,
SCAVONE,MC HPLC 27 Y HPLC 24,HPLC,2026-06-17,Jaime/Carlos,,,REALIZADO,
ETICOS,LLEVAR PLACA GC Y REALIZAR PRUEBAS,GC,2026-06-17,Josías,,,REALIZADO,
ANALITICA,MP GCMS O LCMS,GCMS,2026-06-17,Adán,,,REALIZADO,
TECNOMYL,HPLC 6: NO FUNCIONA CON EL METODO DE GRADIENTE,GC,2026-06-18,Carlos,,,REALIZADO,
FUSQUIM,NO PURGA,HPLC,2026-06-18,José,,,REALIZADO,
IRIBAS,RELEVAMIENTO LUGAR DE LA INSTALACION,DENSITOMETRO,2026-06-18,Carlos,,,REALIZADO,
ANALITICA,MP LCMS,LCMS,2026-06-18,Adán,,,REALIZADO,
TALLER,HPLC 094 REVISAR EQUIPO DE FUSQUIM,HPLC,2026-06-19,José,,,REALIZADO,
TALLER,HPLC 6 REVISAR EQUIPO DE TECNOMYL,HPLC,2026-06-19,Carlos,,,REALIZADO,
ANALITICA,VER LCMS,LCMS,2026-06-19,Adán,,,REALIZADO,
FERIADO,,,2026-06-22,,,,REALIZADO,
GALENO,ENTREGA 2 EQUIPOS HPLC CON COMPUTADORA,HPLC,2026-06-23,Jaime/Sebastián,,,REALIZADO,
GUAYAKI,ENTREGA DE SOFTWARE Y MAPEADO DE LA RED,SOFTWARE,2026-06-23,Fernando/Carlos N.,,,REALIZADO,
FUSQUIM,LLEVAR EL UV1700 CON SU IMPRESORA,HPLC,2026-06-23,Fernando/Carlos N.,,,REALIZADO,
TECNOMYL,LLEVAR HPLC 6,HPLC,2026-06-23,Carlos,,,REALIZADO,
BAX PHARMA,MANT Y CALIF DE 3 HPLC Y 1 UV,HPLC/UV,2026-06-23,José/,,,REALIZADO,
ANALITICA,CONTINUAR CON EL LCMS,LCMS,2026-06-23,Adán,,,REALIZADO,
INPASA,MP HPLC,HPLC,2026-06-24,Jaime,,S09071  y S08018,REALIZADO,
BAX PHARMA,CALIF DE 3 HPLC Y 1 UV,HPLC/UV,2026-06-24,Zulma/ María,,S06589 Y S06590,REALIZADO,
ANALITICA,VER EL LCMS,LCMS,2026-06-24,Adán,,,REALIZADO,
ANALITICA,VER PLACA DEL GFA,AA,2026-06-24,Junior,,,REALIZADO,
QUIMFA,HPLC 27 EMITE UN FUERTE RUIDO AL ENCENDER VALIDACIONES ELMA,HPLC,2026-06-24,Fernando/C Noguera,,,REALIZADO,
QUIMFA,LLEVAR PEDIDOS PENDIENTES,HPLC,2026-06-24,Fernando/C Noguera,,,REALIZADO,
QUIMFA,HPLC 32: NO CUMPLE REPETIBILIDAD VIVIAMA,HPLC,2026-06-24,Fernando/C Noguera,,,REALIZADO,
BAX PHARMA,MANT Y CALIF DE 3 HPLC Y 1 UV,HPLC/UV,2026-06-24,José,,,REALIZADO,
INPASA,MP HPLC,HPLC,2026-06-25,Jaime,,,REALIZADO,
SENACSA,RELEVAMIENTO DEL HPLC,HPLC,2026-06-25,Fernando/Carlos N.,,,REALIZADO,
GLOBAL PHARMA,VERIFICAR EQUIPOS PARA MANT Y CALIF ANDRES CAMPUZANO,UV/IR,2026-06-25,Fernando,,,REALIZADO,
BASE BASE,MANT PREVENTIVO GC,GC,2026-06-25,Junior/Claudio,,,REALIZADO,
FUSQUIM,LLEVAR EL DETECTOR DEL HPLC 094 Y PROBAR,HPLC,2026-06-25,Fernando /Carlos N.,,,REALIZADO,
BAX PHARMA,MANT DE 3 HPLC Y 1 UV,HPLC/UV,2026-06-25,José/Sebastián,,,REALIZADO,
SCAVONE,MANT Y CALIF 2 EQUIPOS UV PANDAESP001 Y PANDAESP003,UV,2026-06-26,Jaime,,,REALIZADO,
SCAVONE,MANT Y CALIF 2 EQUIPOS UV PANDAESP001 Y PANDAESP003,UV,2026-06-26,Carlos/Sebastián,,,REALIZADO,
BAX PHARMA,MANT  DE 3 HPLC Y 1 UV,HPLC/UV,2026-06-26,José,,,REALIZADO,
QUIMFA,HPLC20 PROBLEMAS DE REPETIBILIDAD,HPLC,2026-06-29,Jaime/Sebastian,,,REALIZADO,
FUSQUIM,REVISAR EL HPLC 094 PROBLEMAS DE DETECTOR,HPLC,2026-06-29,Fernando,,,REALIZADO,
QUIMFA,RELEVAMIENTO HPLC LIZ SOSA ONCOLOGICOS,HPLC,2026-06-29,Carlos,,,REALIZADO,
TALLER,DETECTOR BAX PHARMA REVISAR,HPLC,2026-06-29,José,,,REALIZADO,
ANALITICA,LCMS 8060,LCMS,2026-06-29,Adán/Josías,,,REALIZADO,
FERIADO GANÓ PARAGUAY,,,2026-06-30,,,,REALIZADO,
SCAVONE,CALIF 1 UV 1800,UV,2026-07-01,Jaime,,,REALIZADO,
ANALITICA,MP UV DE ANALITICA,UV,2026-07-01,Fernando,,,REALIZADO,
SCAVONE,MP UV PANCC004,UV,2026-07-01,Junior/Carlos Noguera,,,REALIZADO,
DALLAS,VERIFICACION EQUIPO QUE SE VA CALIFICAR Ing. Christian Reckziegel,HPLC,2026-07-01,Carlos,,,REALIZADO,
BAX PHARMA,LLEVAR EL DETECTOR DE BAX PHARMA,HPLC,2026-07-01,José/Claudio,,,REALIZADO,
ANALÍTICA,ANALITICA	CALIFICACION GC-3,GC,2026-07-01,Adan,,,REALIZADO,
BAXPHARMA,CALIF 1 UV,UV,2026-07-02,Jaime,María,S06590,REALIZADO,
ANALITICA,CALIF GCMS,GCMS,2026-07-02,Adán,,,REALIZADO,
BAXPHARMA,CALIF 3 HPLC,HPLC,2026-07-02,Zulma,María,S06589/ S08635,REALIZADO,
DIAZ GILL,MANT PREVENTIVO DE 1 MILLI-Q CON REPUESTOS,MILLI Q,2026-07-02,Fernando,C. NOGUERA,S04488/ S01557,REALIZADO,
ANALITICA,VERIFICAR PRESUPUESTO TOC,TOC,2026-07-02,Fernando,CARLOS NOGUERA,,REALIZADO,
ANALITICA,MANTENIMIENTO PREVENTIVO AN-EQ-IR; UFLC 3,IR,2026-07-02,Junior,CLAUDIO,,REALIZADO,
SCAVONE,"DIAGNOSTICO DE FALLA UHPLC39, LLEVAR DGU HPLC24",HPLC,2026-07-02,Carlos F.,,,REALIZADO,
FARMEDIS,MANTENIMIENTO PREVENTIVO 1 HPLC Y 1 UV,HPLC,2026-07-02,José,SEBASTIAN,S08480 / S08466,REALIZADO,
FARMEDIS,CALIF 1 UV,UV,2026-07-03,Jaime,,,REALIZADO,
ANALITICA,CALIF DEL GCMS,GCMS,2026-07-03,Adán,,,REALIZADO,
BAXPHARMA,CALIF 3 HPLC,HPLC,2026-07-03,Zulma,,,REALIZADO,
TECNOMYL,MP UV-1900,UV,2026-07-03,Fernando,,,REALIZADO,
QUIMFA,MANT PREVENTIVO TOC Y AA,TOC/AA,2026-07-03,Junior,Carlos,,REALIZADO,
DUTRIEC,"G EQ 039 COMPACTO, debido a problemas con el sensor de temperatura del rack.",HPLC,2026-07-03,Carlos F.,,,REALIZADO,
HTAL DE CLINICAS,FALLA DE SOBRECALENTAMIENTO,RAYOS X,2026-07-03,Carlos F.,,,REALIZADO,
ANALITICA,VERIIFICACION DEL UHPLC3/HPLC 4 FLUTUACION DE PRESION,HPLC,2026-07-03,José,SEBASTIAN,,REALIZADO,
DUTRIEC,VERIFICAR EQUIPO DG EQ 015 PROBLEMAS CON EL SENSOR DEL RACK,VARIOS,2026-07-06,Jaime,Sebastian,,REALIZADO,
BAXPHARMA,CALIF 3 HPLC,HPLC,2026-07-06,Zulma,María,,REALIZADO,
QUIMFA,"MP HPLC 20, HPLC 30, HPLC 29, HPLC 31, HPLC32 Y BOMBAS DE LAVADO",VARIOS,2026-07-06,José,Claudio,,REALIZADO,
HTAL DE CLINICAS,PRUEBA CON DE LAS PLACAS,RAYOS X,2026-07-06,Carlos,"Carlos N., Junior",,REALIZADO,
QUIMFA,LLEVAR E INSTALAR CALIF 2 UV NUEVO LORENA ROMERO,UV,2026-07-07,Jaime,Sebastián,,REALIZADO,
QUIMFA,LLEVAR BALANZA DE PRESCICION ONCOLOGICOS,BALANZA,2026-07-07,Jaime,Sebastián,,REALIZADO,
QUIMFA,HPLC38: FLUCTUACION DE PRESION,HPLC,2026-07-07,Carlos,,,REALIZADO,
QUIMFA,HPLC 25 VALIDACIONES VERIFICAR,HPLC,2026-07-07,Carlos,,,REALIZADO,
SCAVONE,HPLC 35 PROBLEMAS DE PRESION NILSA CACERES,HPLC,2026-07-07,Carlos,,,REALIZADO,
BAXPHARMA,CALIF 3 HPLC,HPLC,2026-07-07,Zulma,María,,REALIZADO,
DUTRIEC,"MP CC-EQ-006, CC-EQ-054,",VARIOS,2026-07-07,Fernando,Carlos Noguera,,REALIZADO,
FUSQUIM,PROBLEMAS CON LA PRESION NOELIA MEDINA,HPLC,2026-07-07,Junior,Claudio,,REALIZADO,
QUIMFA,"MP HPLC 20, HPLC 30, HPLC 29, HPLC 31, HPLC32 Y BOMBAS DE LAVADO",VARIOS,2026-07-07,José,Sebastián,,REALIZADO,
QUIMFA,TERMINAR CALIF UV E INSTALACION DE BALANZA DE PRESCISION,VARIOS,2026-07-08,Jaime,,,REALIZADO,
FUSQUIM,PROBLEMAS DE PRESION HPLC 136,HPLC,2026-07-08,Jaime,,,REALIZADO,
ANALITICA,UHPLC 1 CAMBIARLE FLEX,UHPLC,2026-07-08,Carlos,,,REALIZADO,
FARMEDIS,CALIFICACION 1 HPLC MODULAR,HPLC,2026-07-08,Zulma,María,S08468,REALIZADO,
DUTRIEC,"MP CC-EQ-006, CC-EQ-054,",VARIOS,2026-07-08,Fernando,,,REALIZADO,
GALENO,"MUDANZA DE EQUIPOS HPLC, CAMPANA E IR",VARIOS,2026-07-08,Junior,"José, Sebas, Carlos N.",S09238 Y S09239,REALIZADO,
QUIMFA,"MP HPLC 20, HPLC 30, HPLC 29, HPLC 31, HPLC32 Y BOMBAS DE LAVADO",VARIOS,2026-07-08,José,,,REALIZADO,
TROCIUK,MP Y CALIF DEL AA-,AA,2026-07-09,Jaime,Claudio,"S09404, S09406, S09401",REALIZADO,
DALLAS,CALIF 1 HPLC MODULAR,HPLC,2026-07-09,Zulma,María,S07343,REALIZADO,
DUTRIEC,"MP CC-EQ-006, CC-EQ-054,",VARIOS,2026-07-09,Fernando,Sebastián,,REALIZADO,
ANALITICA,INSTALACION DE REPUESTOS PARA EL DSC,DSC,2026-07-09,Adán,,,REALIZADO,
GALENO,"MUDANZA Y MP DE LOS EQUIPOS 4 HPLC, CAMPANA EXTRACTORA Y FTIR",VARIOS,2026-07-09,Junior,Carlos N.,,REALIZADO,
CIAGROPA,MP HPLC 02,HPLC,2026-07-09,Carlos,,,REALIZADO,
QUIMFA,"MP HPLC 20, HPLC 30, HPLC 29, HPLC 31, HPLC32 Y BOMBAS DE LAVADO",HPLC,2026-07-09,José,,,REALIZADO,
TROCIUK,MP Y CALIF DEL AA-,AA-7000,2026-07-10,Jaime,Claudio,,REALIZADO,
CIAGROPA,CALIF 1 HPLC MODULAR,HPLC,2026-07-10,Zulma,María,S08151,REALIZADO,
DUTRIEC,"MP CC-EQ-006, CC-EQ-054, 055, 015, 017,021 Y 030",VARIOS,2026-07-10,Fernando,Sebastián,,REALIZADO,
ETICOS,HPLC 22 PERDIDA DE LIQUIDO,HPLC,2026-07-09,JUNIOR,,,REALIZADO,
GALENO,"MUDANZA Y MP DE LOS EQUIPOS 4 HPLC, CAMPANA EXTRACTORA Y FTIR",VARIOS,2026-07-10,Junior,Carlos Noguera,,REALIZADO,
SUMI,PROSALUD: CAPACITACION HPLC POR MEET (VIRTUAL),HPLC,2026-07-10,Josías,,,REALIZADO,
QUIMFA,"MP HPLC 20, HPLC 30, HPLC 29, HPLC 31, HPLC32 Y BOMBAS DE LAVADO",VARIOS,2026-07-10,José,,,REALIZADO,
CAPACITACION TÉCNICA,,,2026-07-11,TODOS,,,REALIZADO,
DUTRIEC,"CALIF HPLC 006 EN CONTROL,Y DESARROLLO HPLC 017 (MODULAR) Y 015(I-SERIES)",HPLC,2026-07-13,ZULMA,María,,REALIZADO,
DUTRIEC,MANT Y CALIF AA-7800,AA,2026-07-13,Jaime,,,REALIZADO,
ANALITICA,CALIFICACION DEL GCMS,GCMS,2026-07-13,Adán,,,REALIZADO,
DUTRIEC,"MP CC-EQ-006, CC-EQ-054, 055, 015, 017,021 Y 030",HPLC,2026-07-13,Fernando,,,REALIZADO,
GALENO,"MUDANZA Y MP DE LOS EQUIPOS 4 HPLC, CAMPANA EXTRACTORA Y FTIR",VARIOS,2026-07-13,Junior,Carlos Noguera,,REALIZADO,
QUIMFA,"MP HPLC 20, HPLC 30, HPLC 29, HPLC 31, HPLC32 Y BOMBAS DE LAVADO",VARIOS,2026-07-13,José,Sebastián,,REALIZADO,
DUTRIEC,"CALIF HPLC 006 EN CONTROL,Y DESARROLLO HPLC 017 (MODULAR) Y 015(I-SERIES)",HPLC,2026-07-14,ZULMA,María,,REALIZADO,"CALIF HPLC 006 EN CONTROL,Y DESARROLLO HPLC 017 (MODULAR) Y 015(I-SERIES)"
HTAL DE CLINICAS,SALE UN ERROR,RAYOS X,2026-07-14,Carlos,,,REALIZADO,PREPARAR EQUIPOS HPLC PARA ENTREGAR A FARMACO
TALLER,ARMAR HPLC DEL LCMS,HPLC,2026-07-14,Jaime,,,REALIZADO,MANT Y CALIF AA-7801
GALENO,"MUDANZA Y MP DE LOS EQUIPOS 4 HPLC, CAMPANA EXTRACTORA Y FTIR",VARIOS,2026-07-14,Junior,Claudio,,REALIZADO,"MUDANZA Y MP DE LOS EQUIPOS 4 HPLC, CAMPANA EXTRACTORA Y FTIR"
TALLER,PREPARAR EQUIPOS HPLC PARA ENTREGAR A FARMACO,VARIOS,2026-07-14,José,Sebastián,,REALIZADO,PREPARAR EQUIPOS HPLC PARA ENTREGAR A FARMACO
TALLER,EQUIPOS 2 HPLC MODULARES PARA PRÉSTAMO,HPLC,2026-07-15,José,Sebastián,,REALIZADO,
QUIMFA,HPLC 35 NO CUMPLE REPETIBILIDAD Y HPLC 38 FLUCTUACION DE PRESION,HPLC,2026-07-15,Jaime,Carlos Noguera,,REALIZADO,
QUIMFA,HPLC 15 CAMBIO DE REPUESTO Y MP FATIMA QUINTANA,HPLC,2026-07-15,Jaime,Carlos Noguera,,REALIZADO,
QUIMFA,INSTALAR UV Y CALIF,UV,2026-07-15,Zulma,,,REALIZADO,
QUIMFA,INSTALAR BALANZA DE PRESCISION,BALANZA,2026-07-15,Jaime,Carlos Noguera,,REALIZADO,
TROCIUK,DIAGNOSTICO DE FALLA,AA,2026-07-15,Adán,,,REALIZADO,
DUTRIEC,"RELEVAMIENTO HPLC 006, HPLC 7 Y HPLC 10",HPLC,2026-07-15,Fernando,,,REALIZADO,
GALENO,"MUDANZA Y MP DE LOS EQUIPOS 4 HPLC, CAMPANA EXTRACTORA Y FTIR",VARIOS,2026-07-15,Junior,Claudio,,REALIZADO,
FARMACO,CALIFICACION 2 HPLC MODULAR PARA PRESTAMO,HPLC,2026-07-16,ZULMA,María,,REALIZADO,
QUIMFA,MC HPLC 15,VARIOS,2026-07-16,Jaime,,,REALIZADO,
TROCIUK,DIAGNOSTICO DE FALLA,AA,2026-07-16,Adán,,,REALIZADO,
FARMACO,LLEVAR HPLC A PRESTAMO,HPLC,2026-07-16,Fernando,Claudio,,REALIZADO,
TALLER,TERMINAR TRABAJO DE UFLC3,UFLC,2026-07-16,Junior,Carlos,,REALIZADO,
QUIMFA,"MANTENIMIENTO PREVENTIVO EQUIPOS DE ONCO 2 HPLC, 1UV, 1 FTIR",VARIOS,2026-07-16,José,Sebastián,,REALIZADO,
FARMACO,CALIFICACION 2 HPLC MODULAR PARA PRESTAMO,HPLC,2026-07-17,ZULMA,Maria,,REALIZADO,
FARMACO,VERIFICAR HPLC A PRESTAMO,HPLC,2026-07-17,Fernando,,,REALIZADO,
SCAVONE,CALIF 1 UV DE MICRO PANDAESP001 JOSÉ ECHAGUE,UV,2026-07-17,Jaime,,,REALIZADO,
TROCIUK,PROBLEMAS CON EL AA,AA,2026-07-17,Adán,,,REALIZADO,
IRIS,VERIFICACION DEL GC QUE SE VA MUDAR,GC,2026-07-17,Junior,Carlos Noguera,S09514,REALIZADO,
QUIMFA,"MANTENIMIENTO PREVENTIVO EQUIPOS DE ONCO 2 HPLC, 1UV, 1 FTIR",VARIOS,2026-07-17,José,Sebastián,,REALIZADO,
GALMEDIC,PROBLEMAS DEL IR,IR,2026-07-20,Fernando,Sebastian,S09474,REALIZADO,
QUIMFA,"CALIFICACION 2 HPLC, 1 UV Y UN FTIR",VARIOS,2026-07-20,Jaime/Josías,María,,REALIZADO,
ANALITICA,ARMAR UFLC 3,HPLC,2026-07-20,Junior,,,REALIZADO,
TALLER,VER DETECTOR PARA FARMACO,HPLC,2026-07-20,Junior,,,REALIZADO,
QUIMFA,"MANTENIMIENTO PREVENTIVO EQUIPOS DE ONCO 2 HPLC, 1UV, 1 FTIR",VARIOS,2026-07-20,Jaime,,,REALIZADO,
TOMA DE MUESTRA,EN FERNANDO DE LA MORA,TOMA PCB,2026-07-20,José,Claudio,,REALIZADO,
TALLER,VER AA TROCIUK Y SOTAX DE INDUFAR,VARIOS,2026-07-20,Adán,,,REALIZADO,
QUIMFA,MP HPLC 14 Y 23 LORENA ROMERO,HPLC,2026-07-21,Fernando,Sebastián,,REALIZADO,
QUIMFA,LLEVAR EL DETECTOR DEL HPLC 29,HPLC,2026-07-21,Jaime,,,REALIZADO,
QUIMFA,"CALIFICACION 2 HPLC, 1 UV Y UN FTIR",VARIOS,2026-07-21,Jaime/Josías,María,,REALIZADO,
HTAL CNEL OVIEDO,INSTALAR EQUIPO CITOCENTRIFUGADORA Y LLEVAR MICROSCOPIO BOYN HUGO LEIVA,BOYN,2026-07-21,Carlos Fernandez,Carlos Noguera,,REALIZADO,
BAX PHARMA,PERDIDA DE LÍQUIDO EN LA AGUJA INYECTORA,HPLC,2026-07-21,Junior,Claudio,,REALIZADO,
INTN,RELEVAMIENTO DE CENTRIFUGADORA GERBER,BOYN,2026-07-21,Adán,,,REALIZADO,
QUIMFA,MANTENIMIENTO CORRECTIVO HPLC 15,HPLC,2026-07-22,Fernando,Sebastián,,REALIZADO,
QUIMFA,"CALIFICACION 2 HPLC, 1 UV Y UN FTIR",VARIOS,2026-07-22,Jaime,María,,REALIZADO,
HTAL CNEL OVIEDO,INSTALAR EQUIPO CITOCENTRIFUGADORA Y LLEVAR MICROSCOPIO BOYN HUGO LEIVA,BOYN,2026-07-22,Carlos Fernandez,Carlos Noguera,,REALIZADO,
ANALITICA,REVISAR UHFLC 3 Y UHFLC 2,UHFLC,2026-07-22,Junior,,,REALIZADO,
TALLER,VER DETECTOR PARA FARMACO,HPLC,2026-07-22,Junior,,,REALIZADO,
MSP&BS,ENTREGAR ESTUFA BOYN EN VILLA ELISA USF SOL DE AMERICA,ESTUFA,2026-07-22,Claudio,,,REALIZADO,
TALLER,LCMS,LCMS,2026-07-22,Adán,,,REALIZADO,
QUIMFA,"MC HPLC 25,14 Y 15",HPLC,2026-07-23,Fernando,Sebastián,,REALIZADO,
DUTRIEC,MANTENIMIENTO CORRECTIVO HPLC DG EQ 030,HPLC,2026-07-23,Jaime,,,REALIZADO,
TROCIUK,LLEVAR EQUIPO DE AA-7000,AA,2026-07-23,Adán,Claudio,,REALIZADO,
IRIS,RECONEXION DE 2 EQUIPOS GC,GC,2026-07-24,Junior,Carlos Noguera,S09881 Y S09512,REALIZADO,
TROCIUK,LLEVAR EQUIPO DE AA-7000,AA,2026-07-24,Adán,Claudio,,REALIZADO,
CEMIT,MP HPLC 20,HPLC,2026-07-27,Fernando,Sebastián,,REALIZADO,
CEMIT,MP TERMOBALANZA,TERMOBALANZA,2026-07-27,Jaime,,,REALIZADO,
FCQ,CAMBIO DE TUBERIA Y FERRULE,HPLC,2026-07-27,Carlos Fernandez,,,REALIZADO,
ETICOS,PERDIDA DE LIQUIDO EN EL INYECTOR HPLC 22,HPLC,2026-07-27,Junior,Claudio,,REALIZADO,
QUIMFA,LLEVAR DETECTOR HPLC 29,HPLC,2026-07-27,José,Carlos,,REALIZADO,
TALLER,REVISAR LA CONFIG DE DUROMETRO SOTAX,SOTAX,2026-07-27,Adán,,,REALIZADO,
QUIMFA,"MC HPLC 27, HPLC 01",HPLC,2026-07-28,Fernando,Sebastián,,REALIZADO,
QUIMFA,MC EQUIPOS VARIOS,HPLC,2026-07-28,Jaime,,,REALIZADO,
HTAL CLINICAS,LLEVAR DOCUMENTO PARA FIRMAR,RAYOS X,2026-07-28,Carlos Fernandez,Claudio,,REALIZADO,
FARMACO,LLEVAR EL DETECTOR,HPLC,2026-07-28,Carlos Fernandez,Claudio,,REALIZADO,
AGROFUTURO,MP 2 HPLC,HPLC,2026-07-28,José,Carlos Noguera,,REALIZADO,
CEMIT,CALIF HPLC 20,HPLC,2026-07-28,Zulma,María,,REALIZADO,
GUAYAKI,CONFIGURACION DE LOS SOFTWARE Y CALIF,SOFTWARE,2026-07-29,Fernando,Sebastián,,REALIZADO,
SCAVONE,HPLC 29: PROBLEMAS CON LA AGUJA KARINA TULIO,HPLC,2026-07-29,Jaime,Claudio,,REALIZADO,
FARMACO,CAMBIAR EL SENSOR DE GAS,HPLC,2026-07-29,Carlos Fernandez,,,REALIZADO,
AGROFUTURO,MP 2 HPLC,HPLC,2026-07-29,José,Carlos Noguera,,REALIZADO,
FARMACO,CALIF 1 HPLC MODULAR,HPLC,2026-07-29,Zulma,Maria,,REALIZADO,
COMFAR,REVISION DEL SOFTWARE UV,SOFTWARE,2026-07-30,Fernando,,,REALIZADO,
QUIMFA,"HPLC 27,28,29 TIENE RUIDO DE GOTEO",HPLC,2026-07-30,Jaime,,,REALIZADO,
QUIMFA,INSTALACION DE 3 EQUIPOS HPLC UV,HPLC,2026-07-30,Jaime,,,REALIZADO,
SUMI,REVISION DE PENDIENTES/ ARMAR EQUIPO RAYOS X,,2026-07-30,Carlos Fernandez,,,REALIZADO,
ANALITICA,REVISAR EQUIPOS UFLC,UFLC,2026-07-30,Junior,,,REALIZADO,
ANALITICA,MANT PREVENTIVOS VARIOS,VARIOS,2026-07-30,José,,,REALIZADO,
QUIMFA,CALIF 1 FTIR,FTIR,2026-07-30,Zulma,,,REALIZADO,
QUIMFA,VER LICENCIAS DE LOS HPLC NUEVOS,SOFTWARE,2026-07-31,Fernando,,,REALIZADO,
QUIMFA,MANT PREVENTIVO TOC-L ONCOLOGIA,TOC,2026-07-31,Jaime,,,REALIZADO,
FCQ,LLEVAR Y PROBAR LOS SELLOS,HPLC,2026-07-31,Carlos Fernandez,,,REALIZADO,
SCAVONE,RELEVAMIENTO EQUIPOS I+D Y CONTROL DE CALIDAD CELSO CONSOLE,HPLC,2026-07-31,Junior,,,REALIZADO,
TALLER,DUROMETRO,DUROMETRO,2026-07-31,Adán,,,REALIZADO,
QUIMFA,CALIF 1 FTIR,HPLC,2026-07-31,Zulma,,,REALIZADO,
QUIMFA,INSTALACION DE LOS SOTWARE HPLC NUEVO,SOFTWARE,2026-08-03,Fernando,,,REALIZADO,
QUIMFA,REINSTALACION DEL SOFTWARE CONTROL DE CALIDAD,SOFTWARE,2026-08-03,Fernando,,,REALIZADO,
LABSOL,LLEVAR CRONOMETROS PARA CALIBRACION,CRONOMETROS,2026-08-03,Jaime,,,REALIZADO,
INTN,AA-6200: PROBLEMAS DE ENCENDIDO,AA,2026-08-03,Jaime,,,REALIZADO,
INTN,AA-7800: ENCENDIDO DEL GAS NITROSO,AA,2026-08-03,Jaime,,,REALIZADO,
PROSALUD,MANTENIMIENTO PREVENTIVO DEA,HPLC,2026-08-03,José,Claudio,,REALIZADO,
GRAMON,INSTALACION DE 1 HPLC NUEVO,HPLC,2026-08-03,Junior,Sebastián,,REALIZADO,
ETICOS,MP PARA EQUIPOS IYDHPLC08/ IYDHPLC07,HPLC,2026-08-03,Carlos Fernandez,Carlos Noguera,,REALIZADO,
QUIMFA,CALIF 3 HPLC NUEVO,HPLC,2026-08-03,Zulma,María,,REALIZADO,
QUIMFA,CALIF DEL SOFTWARE,SOFTWARE,2026-08-04,Fernando,,,REALIZADO,
TALLER,RAMAN REPUESTO,HPLC,2026-08-04,Carlos Fernandez,Carlos Noguera,,REALIZADO,
QUIMFA,"HPLC14, HPLC41",HPLC,2026-08-04,Junior,,,REALIZADO,
PROSALUD,MANTENIMIENTO PREVENTIVO DEA ANABELLA RIENZI,HPLC,2026-08-04,José,Claudio,,REALIZADO,
ANALITICA,CALIF GC-3,GC,2026-08-04,Adán,,,REALIZADO,
WILMHELM,GC PROBLEMAS DE COLUMNA,GC,2026-08-04,Josias,,,REALIZADO,
QUIMFA,CALIF 3 HPLC NUEVO,HPLC,2026-08-04,Zulma,María,,REALIZADO,
GUAYAKI,INSTALACION DE SOFTWARE CONTINUACION,SOFTWARE,2026-08-05,Fernando,,,REALIZADO,
SCAVONE,UHPLC29 CAMBIO DE REPUESTOS,UHPLC,2026-08-05,Jaime,Sebastián,,REALIZADO,
SCAVONE,HPLC31 MISMO PROBLEMA,HPLC,2026-08-05,Jaime,Sebastián,,REALIZADO,
IRIBAS,VER DENSITOMETRO PROBLEMAS CON LOS RESULTADOS,DENSITOMETRO,2026-08-05,Carlos Fernandez,,,REALIZADO,
FUSQUIM,HPLC 094 CAMBIO DE REPUESTOS Y 474 TIENE PROBLEMAS,HPLC,2026-08-05,Junior,Carlos Noguera,,REALIZADO,
GALENO,HPLC BURBUJAS EN LA CELDA,HPLC,2026-08-05,Junior,Carlos Noguera,,REALIZADO,
PROSALUD,MANTENIMIENTO PREVENTIVO DEA ANABELLA RIENZI,HPLC,2026-08-05,José,Claudio,,REALIZADO,
ANALITICA,CALIF GC-3,GC,2026-08-05,Adán,,,REALIZADO,
QUIMFA,CALIF HPLC NUEVO,HPLC,2026-08-05,Zulma,María,,REALIZADO,
GALENO,REINSTALACION DEL SOFTWARE,SOFTWARE,2026-08-06,Fernando,,,REALIZADO,
GALMEDIC,VER REPUESTO PARA PRESTAMO,HPLC,2026-08-06,Fernando,,,REALIZADO,
GLOBAL PHARMA,MANT Y CALIF UV-1900,UV,2026-08-06,Jaime,Sebastián,,REALIZADO,
PROSALUD,MANT HPLC 076 NESTOR OVELAR,HPLC,2026-08-06,Carlos Fernandez,Carlos Noguera,,REALIZADO,
SCAVONE,LLEVAR REPUESTOS DEL HPLC 029,HPLC,2026-08-06,Junior,,,REALIZADO,
PROSALUD,MANTENIMIENTO PREVENTIVO DEA ANABELLA RIENZI,HPLC,2026-08-06,José,Claudio,,REALIZADO,
ANALITICA,LCMS PICOS FANTASMA,LCMS,2026-08-06,Adán,,,REALIZADO,
GALENO,"CALIF 3 HPLC I-SERIES, 1 HPLC MODULAR Y UN FTIR",HPLC,2026-08-06,Zulma,María,,REALIZADO,
ANALITICA,VER HPLC 1,VARIOS,2026-08-07,Jaime,,,REALIZADO,
FUSQUIM,REVISAR PROBLEMA DEL DETECTOR 094,HPLC,2026-08-07,Junior,Carlos,,REALIZADO,
PROSALUD,MANTENIMIENTO PREVENTIVO DEA ANABELLA RIENZI,HPLC,2026-08-07,José,Claudio,,REALIZADO,
TECNOMYL,VERIFICACION GC 4 Y 5 NO TIENE REPETIBILIDAD,GC,2026-08-07,Adán,,,REALIZADO,
GALENO,"CALIF 3 HPLC I-SERIES, 1 HPLC MODULAR Y UN FTIR",HPLC,2026-08-07,Zulma,,,REALIZADO,
QUIMFA,INCONVENIENTES DE CONEXION HPLC10,HPLC,2026-08-10,Fernando,,,REALIZADO,
